id,age,age_group,gender,race,education,partyid,libcon,fo_dei,fo_jus_soli,fo_ukraine_mil,fo_israel_mil,fo_reduce_unequal,fo_schoolvax,fo_trans_mil,harris_likes,harris_dislikes,trump_likes,trump_dislikes,mipp_1,harris_therm,trump_therm
216383,70,NA,2. Woman,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,2. Liberal,6. Oppose a moderate amount,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,"everything. her experience, stance on important issues, communication skills, morals, humor, character",NA,NA,everything. his lack of morals and intelligence and no qualifications for the job,Trumpism   misinformation  Musk  billionaires,100,0
216395,43,35-44,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,2. Not very strong Democrat,3. Slightly liberal,2. Favor a moderate amount,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,1. Favor a great deal,1. Favor a great deal,"Her unifying mentality, choice of a running mate that covers the middle that seems to be the heart of the country, and her proven track record of success serving as an elected official.",NA,NA,"He is a vile, narcissistic, incompetent leader who seeks to divide the country into peril and disarray. No more of this.","education, equity, racism, poverty, gun violence, equal access to affordable healthcare",90,0
216407,41,35-44,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,2. Liberal,2. Favor a moderate amount,6. Oppose moderately,2. Favor moderately,5. Oppose a little,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,She's not Donald Trump.,NA,NA,"Project 2025, his treatment of women (rab the by the...), his mocking of a disables reporter, Jan 6, basically everything about him",Stripping away of individual rights by Republican lawmakers pandering to the MAGAs,75,0
216413,28,25-34,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,6. Oppose a moderate amount,7. Oppose a great deal,4. Neither favor nor oppose,NA,"she’s liberal, wants to give American resources and benefits to illegals who did not earn it, is pro abortion and does not represent or protect my rights as a Christian",NA,NA,"border patrol- letting unchecked people come into the country and unchecked people leave the country without proof of parenthood has allowed unlimited criminals into our country and has raised the rate of child trafficking by a tremendous amount. 300,000 children are missing",0,85
216419,39,35-44,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,6. Not very strong Republican,3. Slightly liberal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,6. Oppose moderately,6. Oppose a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,Compassion and respect. Kindness. Clear communicator. Level headed.,Abortion policies,NA,Convicted felon. Not fit to lead. Unstable. Narcissistic. Racist. Fear-mongering. Friends with dictators.,"Division, racial tension, economy, lack of accountability for powerful and rich",85,0
216442,69,NA,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,5. Slightly conservative,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,NA,"Kamala Harris and Joe Biden have adversely sent the US into a state of high inflation, let millions of illegal aliens cross over into our country. They didn’t care if the illegals were criminals that were already rapists, murderers, sex traffickers and drug lords.",I approved of the way he served and protected the country in his 1st term. I know that he is the person that can Make America Great Again!,NA,"The Border, inflation, Iran, Putin",0,100
216448,79,NA,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,6. Oppose a moderate amount,6. Oppose moderately,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,6. Oppose a moderate amount,NA,NA,"economics, abortion, border",NA,"immigration, crime, budget, economony",15,70
216454,63,55-64,2. Woman,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,NA,"Her past record, as well as her character.",A strong business man. Strong character with good intentions.,NA,"the immigration problem, along with the border, along with the extra spending of our tax dollars.",0,85
216466,74,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,NA,NA,"His past record! Plus, he isn’t a communist! [CHAR(10)]Or not a globalist!",NA,Borders are open! We need the borders closed and the wall finished.,0,100
216472,-2,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,1. Favor a great deal,2. Favor moderately,1. Favor a great deal,-6. No post interview,-6. No post interview,-6. No post interview,doesn’t understand the economy[CHAR(10)]no personal military experience [CHAR(10)]criticizes Israel for defending itself[CHAR(10)]no understanding of open border problems[CHAR(10)]supports abortion,see previous answer,leadership abilities [CHAR(10)]economy [CHAR(10)]view on fossil fuels[CHAR(10)]foreign policy[CHAR(10)]stance on abortion,NA,NA,NA,NA
216478,75,NA,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,6. Conservative,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose moderately,7. Oppose a great deal,1. Favor a great deal,4. Neither favor nor oppose,NA,NA,"His views on protecting our borders, protecting and strengthening  the military, his unwavering support of our police, his tough stance on crime, his economic policies",NA,"The illegal CRIMINALS crossing the borders  is and will be our worst issue until Trump and Governor Abbot are allowed to FOLLOW THE Law and stop the  pouring in of these individuals.    Mayorkas, Biden, Kamala Harris, Chuck Schumer and all of the individuals who supported this just and ONLY just so they could have voters for their party.  EVERYONE knows why they did this and the American people spoke up on Nov 5 and let them know that they didn't want it.  It backfired on them.  Shame on them",0,100
216484,65,65+,1. Man,"1. White, non-Hispanic",2. High school credential,7. Strong Republican,6. Conservative,6. Oppose a moderate amount,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose a moderate amount,6. Oppose a moderate amount,4. Neither favor nor oppose,NA,don't agree with her policies,"policies, economy, pro life,",NA,high prices,15,85
216510,50,45-54,2. Woman,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,1. Extremely liberal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,2. Favor moderately,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,"Character, experience, wisdom, good judgment.",NA,NA,"Poor character, poor judgment, bungled response to COVID-19 pandemic, racist, sexist, criminal.",Donald Trump being president.,100,0
216522,22,18-24,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,1. Extremely liberal,4. Neither favor nor oppose,6. Oppose moderately,2. Favor moderately,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,I think she would do an excellent job running the country. I agree with her stances on many issues.,NA,NA,"His personality. His politics. He is a racist, misogynistic idiot who has no business running this country.",Climate change and not enough action to help mitigate effects and hinder the causes,70,0
216528,26,25-34,2. Woman,"2. Black, non-Hispanic",5. Graduate degree,2. Not very strong Democrat,4. Moderate; middle of the road,4. Neither favor nor oppose,6. Oppose moderately,5. Oppose a little,5. Oppose a little,4. Neither favor nor oppose,2. Favor a moderate amount,3. Favor a little,she’s a woman and vowes to change the narrative of the systematic racism that has oppressed our community of marginalized people,NA,he’s a narcissistic bigot who couldn’t care less about anyone who may or may not be voting for him,he’s a narcissist,"racism, capitalism, unemployment, inflation, equality",85,0
216593,40,35-44,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,6. Not very strong Republican,5. Slightly conservative,6. Oppose a moderate amount,6. Oppose moderately,7. Oppose a great deal,6. Oppose moderately,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,NA,She’s a democrat,"He is a Republican, pro small government, de-regulation, government sanctions, reducing taxes and revising the tax structure, has a proven track record of reducing inflation and cutting inappropriate government spending, closing the borders to illegal immigrants, and supporting the police/military. He is Patriotic and pro-faith.","His needs to learn to practice better self control over his mouth and I don’t love that he has a criminal record. In light of everything else, I can get over that, but it’s not good.","economy: inflation is out of control, job market is down, taxes are too high and I don't have enough money to afford life",0,85
216652,68,NA,-1. Inapplicable,"1. White, non-Hispanic",2. High school credential,3. Independent-Democrat,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,2. Favor a moderate amount,-1. Inapplicable,-1. Inapplicable,NA,NA,NA,NA,"War, poverty, illegal immigrants",15,100
216687,38,35-44,1. Man,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",4. Bachelor's degree,5. Independent-Republican,1. Extremely liberal,4. Neither favor nor oppose,3. Favor a little,7. Oppose a great deal,6. Oppose moderately,2. Favor a moderate amount,2. Favor a moderate amount,7. Oppose a great deal,NA,NA,Democrat always works for the best fo the citizen,NA,"Economy, Inflation, Immigration, US aid to foreign land. Misuse of US fund to Medicaid, Missuse of US Fund to low income household.",60,70
216735,27,25-34,2. Woman,"1. White, non-Hispanic",2. High school credential,4. Independent,4. Moderate; middle of the road,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,NA,NA,NA,NA,gun safety. I'm scared to send my children to school due to this issue.,50,50
216746,71,NA,2. Woman,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,2. Liberal,4. Neither favor nor oppose,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,Abortion rights,NA,NA,He is a rapist and a felon,global warming. feeding the planet ineffiently pollution from factory farms,70,0
216752,29,25-34,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,7. Extremely conservative,7. Oppose a great deal,7. Oppose a great deal,6. Oppose moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,7. Oppose a great deal,NA,She hasn’t done her job.,"When dealing with what’s going on in the world I believe that it is important to have someone in office that has a strong presence. I believe that if Trump was elected in 2020 the invasion of Ukraine would not have happened. I believe that Kamala Harris claims she has a plan and that plan is to fly by the seat of her pants. She was never elected by the people for the democratic primary. Her main job as vice president was the border and she allowed millions of illegal immigrants to flow through. This allowed countries to empty their prisons through our border making them out problem to pay for. Lastly, we are sending $80 million dollars to the federal banking system of Iran which is a corrupt and ran by the Taliban. Therefore, the current administration is sending our tax dollars to the Taliban.",NA,"I believe there are a couple of major problems our country is going through at the moment. First, the amount of money and support we are giving Ukraine. Handing them missiles to fire into Russia is a plot of the Democratic Party trying to cause more issues for Trump. and second would be the DEI hires. Hire the best person for the job not based off what they look like or whatever mental illness they have such as identifying as transgender.",0,100
216804,34,25-34,2. Woman,"1. White, non-Hispanic",5. Graduate degree,2. Not very strong Democrat,3. Slightly liberal,1. Favor a great deal,5. Oppose a little,2. Favor moderately,6. Oppose moderately,2. Favor a moderate amount,1. Favor a great deal,1. Favor a great deal,"She’s a woman of color, she is young, but has experience in the White House. She seems in touch with younger generations.",She hasn’t made it 100% clear what sets her apart from Joe Biden.,NA,Racism and bigotry,gun safety. people should not be owning automatic rifles and endangering children in schools.,60,0
